patch_index,cross_engine_lsd_db,context_leakage_lsd_db
343,5.979333307308402e-05,0.0
344,0.0001487009672943,0.0
345,3.5029562027627135e-05,0.0
346,1.9112857567454155e-05,0.0
347,8.899096708873833e-05,0.0
348,4.8756284619116055e-05,0.0
349,6.1235321371850215e-06,0.0
350,6.423794785548245,8.825038825415204
351,7.2035031209571295e-06,0.0
352,5.535272161309493e-05,0.0
353,1.1979779962763634e-05,0.0
354,3.0377476853465426e-06,0.0
355,7.36858058971251e-05,0.0
356,2.8366240520793053e-05,0.0
357,6.431807345276575e-06,0.0
358,7.119583397905312e-06,0.0
361,0.0002169370761164,0.0
362,6.490893545467058,6.59597642349224
363,8.059834612568249e-06,0.0
365,4.22772932607903e-05,0.0
366,4.197396514650287e-06,0.0
367,0.0002509042240605,0.0
368,2.1193762108404313e-05,0.0
369,1.1112065375409452e-05,0.0
370,7.634015217593489e-05,0.0
372,6.86720775415766e-05,0.0
373,9.563569152247883e-05,0.0
374,4.734836451614582,4.968843195935616
375,2.75814516100952e-05,0.0
376,0.0003582213804772,0.0
377,3.791529949549986e-05,0.0
378,0.0001298518845897,0.0
379,4.927725514424083e-06,0.0
380,1.5005513459113892e-05,0.0
382,5.738651924278881e-06,0.0
383,3.2513084332644836e-05,0.0
384,3.0286161844385673e-05,0.0
385,4.830701525341842e-05,0.0
386,5.9499137714951535,5.5787063879643775
388,4.462320790720078e-05,0.0
390,0.0013166322996064,0.0
391,1.128374200207722e-05,0.0
392,11.407333527142384,9.212767740587958
393,1.2458224966258851e-05,0.0
394,1.8923351363547512e-05,0.0
395,4.7188813346730904e-05,0.0
397,4.28975538234515e-05,0.0
398,8.19962428476651,8.373344799414776
399,4.416947057532596,4.638183970981382
400,1.0996155950759028e-05,0.0
401,6.588943048067238e-05,0.0
402,5.791784117606215e-06,0.0
403,0.0002196406855449,0.0
404,1.2306504023418398e-05,0.0
405,7.550644096730766e-05,0.0
407,7.052535107816187e-05,0.0
408,0.0001210076614988,0.0
409,9.571797561070128e-05,0.0
411,4.291778160551992e-06,0.0
412,3.84702461637955e-05,0.0
413,3.734902480149132e-05,0.0
414,13.318575854101018,13.056513346052942
415,4.058301986985209e-05,0.0
416,2.693742854703605e-05,0.0
417,0.0002177921006611,0.0
418,4.67150903249592e-05,0.0
419,7.696168038534687e-05,0.0
420,0.0003280872353918,0.0
421,7.695742704063486e-06,0.0
423,4.524866113111687,4.724119770795611
424,6.627527856067414e-06,0.0
425,0.0001283278296716,0.0
426,10.330683250009216,8.658226262971107
427,4.0212713572889295e-05,0.0
428,9.198723128502092e-05,0.0
429,0.0001722623638637,0.0
430,5.961035120311241e-05,0.0
